Motif_id	Feature_1	Feature_2	Feature_3	Feature_4	Feature_5	Feature_6	Feature_7	Feature_8	Feature_9	Feature_10	Feature_11	Feature_12	Feature_13	Feature_14	Feature_15	Feature_16	Feature_17	Feature_18	Feature_19	Feature_20	Feature_21	Feature_22	Feature_23	Feature_24	Feature_25	Feature_26	Feature_27	Feature_28	Feature_29	Feature_30	Feature_31	Feature_32	Feature_33	Feature_34	Feature_35	Feature_36	Feature_37	Feature_38	Feature_39	Feature_40	Feature_41	Feature_42	Feature_43	Feature_44	Feature_45	Feature_46	Feature_47	Feature_48	Feature_49	Feature_50	Feature_51	Feature_52	Feature_53	Feature_54	Feature_55	Feature_56	Feature_57	Feature_58	Feature_59	Feature_60	Feature_61	Feature_62	Feature_63	Feature_64	Label
5O60_A:238-244_252-257	0.031166303902864456	 -0.21804547309875488	 0.21114684641361237	 0.03291604667901993	 -0.0021367783192545176	 -0.0044460538774728775	 0.06871264427900314	 -0.024772105738520622	 -0.029200885444879532	 -0.0637178048491478	 -0.1520434319972992	 -0.06553132832050323	 -0.14520397782325745	 -0.035168301314115524	 -0.19147123396396637	 0.07203979790210724	 0.015316102653741837	 0.0611456073820591	 -0.10322593152523041	 -0.14584830403327942	 -0.02927420288324356	 0.029568884521722794	 0.12824133038520813	 0.060177166014909744	 -0.2079319953918457	 0.015467589721083641	 -0.054127249866724014	 0.11869983375072479	 -0.04771053045988083	 -0.04730624705553055	 0.002699547680094838	 0.1632731854915619	 0.002294299192726612	 0.018966229632496834	 -0.12357079237699509	 0.058993756771087646	 -0.057148512452840805	 0.10046128183603287	 0.12025602161884308	 -0.043628327548503876	 0.10415450483560562	 0.1538705676794052	 -0.1331261545419693	 -0.15667150914669037	 0.12313110381364822	 0.3529844582080841	 0.01909451372921467	 -0.16871756315231323	 -0.019658507779240608	 -0.10879550874233246	 -0.06742405146360397	 -0.015313476324081421	 0.05319209769368172	 -0.08922795951366425	 0.03720866143703461	 -0.1557936817407608	 -0.03133314847946167	 0.23850096762180328	 0.16635410487651825	 0.04018733650445938	 0.08765868842601776	 -0.10895494371652603	 -0.10769955068826675	 0.10468597710132599	IL
3J2G_N:407-414_425-431	0.12058176845312119	 -0.007505655288696289	 -0.05922722816467285	 0.1127200573682785	 0.20370380580425262	 0.09455418586730957	 -0.046032655984163284	 -0.12846645712852478	 -0.09126051515340805	 0.10548129677772522	 -0.14644598960876465	 -0.1459968239068985	 0.20280946791172028	 -0.07904510945081711	 0.1371959000825882	 0.15431883931159973	 -0.02655872516334057	 -0.14428739249706268	 0.13729606568813324	 -0.11359496414661407	 -0.007207170594483614	 -0.16072990000247955	 -0.04869741573929787	 0.185206800699234	 -0.1728404313325882	 0.03676915913820267	 0.01779888942837715	 0.030564339831471443	 -0.03112642839550972	 -0.1789303421974182	 -0.16749395430088043	 -0.01084600668400526	 0.18393240869045258	 -0.03743386268615723	 -0.10851562023162842	 -0.04554198682308197	 0.07224395871162415	 -0.11986695975065231	 0.16402871906757355	 -0.03980727866292	 0.0029557535890489817	 0.023875713348388672	 -0.04269973933696747	 0.0658506527543068	 0.18045856058597565	 0.11287534981966019	 -0.011550654657185078	 -0.021103467792272568	 -0.08221777528524399	 -0.033690445125103	 0.014562398195266724	 0.08105585724115372	 -0.051943209022283554	 -0.21870683133602142	 0.21701937913894653	 -0.13467931747436523	 -0.12932881712913513	 0.1514226645231247	 -0.02631349116563797	 -0.14256034791469574	 -0.04659457132220268	 0.041469357907772064	 0.10543589293956757	 -0.10687623172998428	IL
7JT1_1:1352-1354_1375-1378	-0.0738278478384018	 -0.058595914393663406	 -0.1598927229642868	 0.1488608568906784	 0.17750389873981476	 -0.28227850794792175	 -0.14620891213417053	 0.18361879885196686	 0.0033241063356399536	 -0.10942342132329941	 -0.025195492431521416	 0.2526952922344208	 0.15678822994232178	 -0.0030019113328307867	 0.1454559713602066	 0.19501066207885742	 0.13469469547271729	 0.032888658344745636	 -0.14495518803596497	 -0.14825913310050964	 0.020369350910186768	 0.21519923210144043	 -0.23701463639736176	 -0.05369116738438606	 -0.05840257927775383	 -0.07360159605741501	 0.0608835406601429	 -0.14683058857917786	 0.03996044024825096	 0.047065962105989456	 0.030939791351556778	 0.18927519023418427	 0.09359990060329437	 -0.4167144000530243	 0.02299485169351101	 -0.007147056516259909	 0.43885284662246704	 -0.19830825924873352	 -0.003308020532131195	 -0.10037613660097122	 0.04532010480761528	 -0.11093540489673615	 0.11921899020671844	 0.01054785680025816	 -0.0344882570207119	 0.10825033485889435	 -0.23398445546627045	 -0.07493051141500473	 -0.09931547194719315	 0.038776759058237076	 0.0061745671555399895	 -0.2912258505821228	 0.07279730588197708	 -0.3982349932193756	 0.17246198654174805	 -0.05291328951716423	 -0.028839347884058952	 0.08859672397375107	 -0.05517086386680603	 -0.017009997740387917	 -0.14148353040218353	 0.0019380237208679318	 0.052319057285785675	 -0.09155750274658203	IL
6ZXH_2:1169-1173_1184-1191	-0.09124452620744705	 -0.06784774363040924	 0.30295807123184204	 -0.25045931339263916	 -0.09654868394136429	 0.1791684329509735	 0.05983826145529747	 -0.058309927582740784	 -0.006883370224386454	 0.061437394469976425	 -0.06694619357585907	 -0.08776859194040298	 -0.12328776717185974	 0.08943716436624527	 -0.13559800386428833	 0.0432027205824852	 -0.0531344972550869	 0.07859937101602554	 0.03568282723426819	 -0.07846333086490631	 -0.06107021123170853	 0.1395927369594574	 0.007294900249689817	 0.1410619169473648	 -0.09005557000637054	 0.022473542019724846	 -0.11285916715860367	 0.16963495314121246	 -0.01813899166882038	 0.0006446007173508406	 -0.025699090212583542	 0.05356135219335556	 0.10268240422010422	 0.10139253735542297	 -0.030031677335500717	 0.10007151961326599	 -0.08127474784851074	 0.06167149543762207	 0.05089571699500084	 0.08525325357913971	 0.2200244814157486	 0.05683300271630287	 -0.048738494515419006	 -0.04915643483400345	 0.07285420596599579	 0.23614634573459625	 0.010881342925131321	 0.0013933187583461404	 -0.07088032364845276	 -0.07367579638957977	 -0.11128941178321838	 0.00359978131018579	 -0.038602687418460846	 -0.014575882814824581	 -0.028541306033730507	 -0.07036659866571426	 0.00440707802772522	 -0.014174388721585274	 0.09063469618558884	 0.09116943180561066	 0.0013697101967409253	 -0.02577824331820011	 -0.0880764052271843	 0.22489961981773376	IL
7S0S_C:238-244_252-257	0.0835443064570427	 -0.1554848551750183	 0.1943495273590088	 0.03824521601200104	 -0.08057020604610443	 0.07407040148973465	 0.03978361561894417	 -0.07178795337677002	 -0.026301773265004158	 -0.05635214224457741	 -0.19220910966396332	 -0.10325651615858078	 -0.05582129582762718	 -0.04638606682419777	 -0.14141948521137238	 0.049634601920843124	 0.0723779946565628	 0.08446936309337616	 -0.06468642503023148	 -0.10604217648506165	 -0.047494128346443176	 0.038086943328380585	 0.05570444092154503	 0.038383886218070984	 -0.181480273604393	 -0.06729412078857422	 -0.03188478201627731	 0.2023761123418808	 -0.05782151594758034	 -0.008213017135858536	 -0.02492096833884716	 0.15154306590557098	 -0.040899794548749924	 0.0023008412681519985	 -0.16079667210578918	 0.03656250610947609	 -0.10712356120347977	 0.1533122956752777	 0.2215355783700943	 -0.045661721378564835	 0.08104918897151947	 0.22786688804626465	 -0.07897485792636871	 -0.14759106934070587	 0.14982494711875916	 0.31267496943473816	 0.03352627530694008	 -0.13501781225204468	 -0.06470687687397003	 -0.12211047857999802	 -0.028178002685308456	 -0.008310473524034023	 0.019710896536707878	 -0.0812780112028122	 0.062417324632406235	 -0.11278274655342102	 0.022487401962280273	 0.2546180784702301	 0.16220712661743164	 -0.02809075266122818	 0.09647361189126968	 -0.0620814748108387	 -0.1554047018289566	 0.0854499489068985	IL
4V77_AA:407-413_426-431	0.11071626842021942	 -0.09670882672071457	 -0.05139488726854324	 0.1604602187871933	 0.03066081739962101	 0.03222242370247841	 -0.047435540705919266	 0.042459018528461456	 0.12771262228488922	 0.02616223320364952	 0.04201158136129379	 0.10223294794559479	 0.010495204478502274	 -0.3154370188713074	 0.06279318034648895	 0.01917225308716297	 -0.047187741845846176	 -0.1573912501335144	 0.00028176262276247144	 0.05543649569153786	 -0.0096823088824749	 -0.07366961985826492	 -0.17585857212543488	 0.1261628419160843	 -0.006665414199233055	 0.08782319724559784	 0.05416519194841385	 -0.06564351916313171	 -0.020999617874622345	 -0.09732213616371155	 -0.05346274375915527	 0.004038164392113686	 0.10360809415578842	 -0.08850673586130142	 -0.10791056603193283	 -0.08005566895008087	 0.10480058193206787	 0.048807527869939804	 -0.007785480935126543	 0.03633622080087662	 0.08477597683668137	 0.0932852104306221	 -0.0034599395003169775	 0.0743933618068695	 -0.00504123093560338	 0.14487864077091217	 0.03118412010371685	 -0.010549877770245075	 -0.07386164367198944	 0.08795373141765594	 0.07153653353452682	 0.005469737108796835	 0.04410663619637489	 -0.18436647951602936	 0.06616106629371643	 -0.2683286964893341	 0.06343740969896317	 0.16676545143127441	 -0.03817922621965408	 -0.06080523878335953	 0.19416870176792145	 0.08267509192228317	 0.06293757259845734	 -0.1260916143655777	IL
8OIQ_B8:640-646_1005-1010	0.06855274736881256	 -0.13874754309654236	 0.13447466492652893	 -0.03694679215550423	 0.025832850486040115	 0.08199974149465561	 0.14239536225795746	 -0.030362050980329514	 -0.154353067278862	 0.14192494750022888	 -0.12638220191001892	 -0.046604909002780914	 -0.012298966757953167	 -0.03509644791483879	 -0.09607698023319244	 0.08706378191709518	 -0.04972374439239502	 0.01942804455757141	 -0.12012548744678497	 -0.18310970067977905	 -0.053216759115457535	 -0.01679569110274315	 0.04870535805821419	 0.07614026963710785	 -0.2510142922401428	 -0.009197352454066277	 -0.1060863584280014	 0.01276785135269165	 0.04094592481851578	 -0.02766718715429306	 -0.0568741112947464	 0.0774233415722847	 0.21815499663352966	 -0.0237153097987175	 0.010281195864081383	 0.08530429750680923	 -0.03025629185140133	 0.06775547564029694	 0.16287323832511902	 -0.009374739602208138	 0.09765625	 0.08904369175434113	 -0.051385123282670975	 -0.06608707457780838	 0.07460733503103256	 0.3645549416542053	 0.015028188936412334	 -0.05770351365208626	 -0.098223976790905	 -0.029065128415822983	 -0.012832687236368656	 0.06066790595650673	 0.08655226975679398	 -0.07691358029842377	 0.08732159435749054	 -0.13878019154071808	 0.1325930655002594	 0.10555948317050934	 0.08096393942832947	 -0.024323584511876106	 0.09624414145946503	 -0.06854960322380066	 -0.026893557980656624	 0.08743037283420563	IL
3J2C_N:407-414_425-431	0.07067505270242691	 0.003714947961270809	 -0.06634124368429184	 0.17216673493385315	 0.22054655849933624	 0.13209015130996704	 -0.05656291916966438	 -0.09009895473718643	 -0.08607649058103561	 0.07243753224611282	 -0.07976511120796204	 -0.09085360169410706	 0.15971221029758453	 -0.10625556111335754	 0.12266286462545395	 0.125713512301445	 -0.02579035982489586	 -0.14034119248390198	 0.1522538810968399	 -0.07474573701620102	 0.05623597651720047	 -0.0547311045229435	 -0.08497107028961182	 0.1791950911283493	 -0.21280024945735931	 0.10205619782209396	 0.017662139609456062	 -0.01030625868588686	 -0.12216056138277054	 -0.16580727696418762	 -0.14716225862503052	 -0.010471626184880733	 0.18308843672275543	 -0.08586087822914124	 -0.05195305868983269	 -0.006404961924999952	 0.12659521400928497	 -0.11357837170362473	 0.13497623801231384	 -0.023981619626283646	 0.02336478978395462	 0.0421675443649292	 0.001989103388041258	 0.07110384851694107	 0.23678770661354065	 0.07733488827943802	 -0.01023452915251255	 -0.024456525221467018	 -0.12233583629131317	 0.02560107223689556	 -0.002167158992961049	 0.00021823545102961361	 -0.07963693141937256	 -0.17471027374267578	 0.19549675285816193	 -0.1772889345884323	 -0.13024306297302246	 0.15722450613975525	 -0.011710531078279018	 -0.032551109790802	 0.02824590913951397	 0.028369953855872154	 0.12427251040935516	 -0.11734666675329208	IL
6DZP_A:237-243_251-256	0.09240326285362244	 -0.0643671527504921	 0.06040213629603386	 -0.001649100100621581	 -0.07618678361177444	 -0.0072988043539226055	 0.07305064052343369	 0.07395213097333908	 0.04069983959197998	 -0.02350861020386219	 -0.08226580917835236	 -0.021450741216540337	 0.08424072712659836	 -0.1506289541721344	 0.01634405180811882	 -0.0662737786769867	 0.045382365584373474	 -0.05462702363729477	 -0.02629769779741764	 -0.023456696420907974	 -0.08888378739356995	 0.09956194460391998	 0.040071479976177216	 0.015799853950738907	 -0.07738620787858963	 -0.06754516810178757	 0.016579201444983482	 0.2125866413116455	 -0.10162953287363052	 -0.09793480485677719	 -0.06464441120624542	 0.14268292486667633	 -0.062182798981666565	 0.03573734685778618	 -0.07649151980876923	 0.043302349746227264	 0.011459865607321262	 0.0031457107979804277	 0.1469443440437317	 0.019931623712182045	 -0.008707549422979355	 0.1351267695426941	 -0.043611425906419754	 -0.09889154881238937	 0.14840799570083618	 0.1439957469701767	 0.047276727855205536	 -0.17804977297782898	 -0.077311210334301	 0.008898173458874226	 -0.031191471964120865	 0.04964820295572281	 0.02352621778845787	 -0.043299198150634766	 -0.004533008672297001	 -0.053742505609989166	 0.032219842076301575	 0.23094423115253448	 0.06160510331392288	 -0.11826576292514801	 0.047439198940992355	 0.0861443281173706	 -0.08654026687145233	 0.019779391586780548	IL
8QBT_i:1302-1306_1329-1333	-0.001238454831764102	 0.03106970153748989	 -0.07711182534694672	 -0.11561821401119232	 -0.07778878509998322	 0.00897410698235035	 -0.13102465867996216	 0.19339397549629211	 -0.0772981122136116	 0.039032645523548126	 0.13670454919338226	 0.15206363797187805	 0.05779920145869255	 -0.07961637526750565	 0.07283339649438858	 -0.16221590340137482	 0.0033988305367529392	 0.02534216083586216	 0.08708800375461578	 -0.1771230399608612	 -0.1859123706817627	 -0.02762584760785103	 0.03880507871508598	 0.02423028089106083	 -0.004029647912830114	 0.0010024986695498228	 -0.04069993644952774	 0.15602953732013702	 -0.11367441713809967	 -0.07588901370763779	 -0.024949679151177406	 0.07315251976251602	 -0.036728017032146454	 0.09932983666658401	 -0.04117412120103836	 0.0771750882267952	 0.012220047414302826	 0.03711019828915596	 0.14275416731834412	 0.02876584231853485	 -0.06296024471521378	 -0.0403718464076519	 -0.040574438869953156	 0.03144043684005737	 0.10117814689874649	 -0.0672125592827797	 0.08075247704982758	 -0.051994550973176956	 0.09120005369186401	 0.21643558144569397	 0.06182609871029854	 0.0037943809293210506	 0.0018687546253204346	 -0.010118445381522179	 0.05127133056521416	 0.010601033456623554	 -0.028180057182908058	 0.05840902402997017	 0.0012531355023384094	 0.03262593597173691	 0.09322596341371536	 0.13052254915237427	 0.004363888408988714	 -0.008014434948563576	IL
