Subcluster_id,Q-score,No_of_motifs
73,0.30164465217513836,11
787,0.29984534542461033,2
800,0.29981278803956724,4
229,0.29979344211265474,6
988,0.2992229016586345,2
484,0.2986626028917615,3
273,0.29800339473973747,4
304,0.29790678608141247,2
776,0.29554928380616835,3
859,0.2955396452479266,5
624,0.2949105105131239,7
137,0.29392731563806085,5
197,0.29320581927261813,3
162,0.29202473325727946,7
531,0.291701659281776,7
281,0.2913499819177555,3
860,0.29079240805809853,4
442,0.29007982109520164,8
81,0.2899666409342547,10
931,0.2899381806463822,4
331,0.28972168307278373,5
529,0.2893656451754881,6
427,0.2883117610655311,4
657,0.28819574131237197,3
647,0.28702752426265177,3
41,0.2863047496778518,4
93,0.285984641804249,4
430,0.2853988208749981,7
392,0.28486705398220746,3
200,0.28462993521372965,5
463,0.28373710890417714,5
207,0.2834749035625733,5
332,0.2811199489320972,11
227,0.2809597381013258,6
557,0.2806951068529981,7
784,0.27983089137058975,7
815,0.27972566078578187,3
169,0.27835848492600596,4
85,0.277734326736449,10
670,0.27727786938636867,7
642,0.27569040594831024,5
915,0.27550739945794844,3
87,0.2751450550262997,3
388,0.2749993745842987,8
635,0.2742793915617331,6
691,0.27400061270768983,2
824,0.27387520392023357,6
780,0.27346160715402457,2
61,0.2719579282550182,3
466,0.27054610613423163,4
706,0.27028993618042907,6
456,0.26977476379369714,3
99,0.2693078344931746,12
955,0.26919437124522305,8
590,0.2687678351585375,3
125,0.2684401886441992,6
264,0.2673970793329237,5
337,0.2657274964767643,3
92,0.2656440251545717,5
165,0.2650393242855425,8
587,0.26486743701118043,7
496,0.2644384673360396,4
510,0.2640868874911433,7
