Subcluster_id,Q-score,No_of_motifs
2168,0.24293106575129006,6
883,0.24288085914940888,3
1979,0.24278488714501859,6
555,0.2424556970285413,10
1562,0.2423170945498621,7
820,0.241947743019147,6
188,0.24180899072183185,5
762,0.24177649113046584,6
1597,0.24171637659989978,7
1842,0.24107529390348764,9
1784,0.24081741793531347,3
632,0.24061273893908822,5
2000,0.24039467121739616,5
2021,0.23949377532161997,6
913,0.2391811451400529,6
809,0.23889560055869388,15
1495,0.23883729962593825,3
1814,0.23880948139634905,4
320,0.2384990165581964,13
666,0.23848186577925654,5
192,0.23846998503185304,8
1836,0.23829870264792885,6
1708,0.23803418855611622,8
1309,0.23782133943718045,4
2352,0.23766110211945585,5
1065,0.23723499055462108,7
640,0.23706014436063338,10
2343,0.23704055128089596,3
1483,0.23688036883854932,5
839,0.23668997794424218,6
1053,0.2366814237363283,3
1021,0.23665672889420672,10
798,0.2364389127567291,11
2006,0.23620496415557038,4
558,0.23603891913078884,5
1461,0.2357426757545429,5
651,0.23540517356252372,7
265,0.23537715777740317,6
678,0.23476583241453652,6
987,0.23448279085372584,8
1304,0.23444409908733713,5
443,0.2343645328930365,4
62,0.23427527523765965,6
287,0.2340931617714062,7
835,0.23406519022911465,7
1863,0.23355936868678123,5
1374,0.2335073621680907,5
1886,0.23333536132750612,5
1731,0.23333386161830763,4
1477,0.23318181029618779,6
1547,0.2331324168414912,7
657,0.23311587473570045,5
164,0.23258487388681529,3
929,0.23216772688177661,7
2053,0.23198464623532683,9
2130,0.2319437486010164,9
2356,0.23168928808441547,4
1027,0.2316228123295353,16
2347,0.231490033670726,4
1853,0.23121312838719504,7
1398,0.23111563109139052,7
15,0.2308758212574853,8
1478,0.23079568315317908,9
482,0.23057782473431024,12
426,0.23046695804542017,8
31,0.2299669116787891,3
829,0.22933305961891925,5
377,0.2291903343341575,7
789,0.22917357127523974,6
699,0.2287253429042498,7
70,0.228081665470497,8
947,0.22806772967131295,8
1957,0.22792139036003772,3
1583,0.22783022595040692,4
1006,0.2275015024625352,7
445,0.22737335164131775,8
1028,0.22726553708004268,7
